review_id,user_id,restaurant_id,dish_id,rating,content,image_path
99,10,10,93,4,"Rich and earthy, and so wonderfully nourishing. Perfect for a cozy night in!",
100,10,10,94,4,"Crisp, fresh, and full of wonderful flavors. A lovely little salad, indeed!",
101,11,1,1,5,"Mmm, creamy and delicate! Almost makes me forget about Miss Piggy's cooking. Almost.",
102,11,3,19,5,"So light and fresh, like a cool breeze over the pond!",
103,11,3,20,5,"Pure, simple, and elegant—just how sushi should be.",
104,11,4,36,5,"A great mix of textures and flavors, and just the right amount of heat!",
105,11,6,53,5,"Crispy, juicy, and packed with flavor, it's worth every bite.",
106,11,6,54,4,"Crispy and golden, but I do wish they had more of that zesty dipping sauce!",
107,11,7,64,4,"Fresh clams with just the right amount of garlic kick!",
108,11,10,91,4,"A solid gyro with well-seasoned meat, though the pita could be a bit fluffier.",
109,11,10,92,4,"A satisfying meal, though it could use a touch more seasoning.",
110,11,10,98,4,"A tasty mix of feta and olives—definitely a winner!",
111,12,3,19,5,"Darling, this dish is as elegant and refined as moi!",
112,12,3,20,5,"Exquisite, just like my taste in fashion and men.",
113,12,3,24,5,"A touch of spice, a touch of luxury—simply magnifique!",
114,12,6,50,5,"Crispy, golden perfection, just like my flawless complexion.",
115,12,6,54,5,"Crispy on the outside, juicy on the inside—reminds moi of Kermie's heart!",
116,12,6,56,5,"An elegant delight—rich, briny, and absolutely divine!",
117,12,7,60,5,"A seafood lover's dream—so delicate, yet so powerful!",
118,12,9,85,4,"A classic, though not as spicy as moi!",
119,12,9,87,4,"Healthy and flavorful, though it could use more glam.",
120,12,10,91,4,"A strong, bold choice—just like moi!",
121,13,2,14,5,"Wocka wocka! These noodles are buttery, garlicky perfection!",
122,13,3,22,5,"Seared salmon with a smoky finish—just like my comedy: bold and satisfying!",
123,13,6,53,5,"Crispy, juicy, and loaded with flavor—just like a good punchline!",
124,13,6,54,5,"Crispy, golden, and perfect for a snack between jokes!",
125,13,7,59,5,"Cheesy, crispy, and saucy—now that's a triple act!",
126,13,7,60,5,"A seafood trio that's got more chemistry than Statler and Waldorf!",
127,13,7,61,4,"Creamy, rich, and smooth—like a perfectly timed joke!",
128,13,7,66,4,"Slow-cooked, deep flavors—this dish tells a great story!",
129,13,7,68,4,"Big, bold pasta for big, bold flavors—wocka wocka!",
130,13,10,95,4,"A big, cheesy, Mediterranean delight—just the right amount of punch!",
131,14,1,1,5,"Oooh, zo creemy und zee krabby boofles! Mmm!",
132,14,1,2,5,"Juicy und tender, vith zee garlicky zippy zauce! Bork bork bork!",
133,14,1,8,5,"Cheezy! Onions! Oh boy, so gooooood!",
134,14,2,17,5,"Mmm, melty porky belly, perfect over rice—bork-tastic!",
135,14,3,22,5,"Sear-y sushi? Oooh, smoky und delish!",
136,14,7,68,5,"Biggy pasta tubey, goooood for soakin' up zee sauce!",
137,14,7,69,5,"Slow cooked and juicy—hoo boy, dis is zee good stuff!",
138,14,8,71,4,"Beefy, warm, vith veggies—cozy cozy cozy!",
139,14,8,72,4,"Seafood soup! So many fishes, it's a sea-feast!",
140,14,10,97,4,"Sheepy sheepy, is zee meaty! Perfect for zee feast!",
141,15,1,4,5,"Cooked to perfection! Almost as thrilling as being shot out of a cannon!",
142,15,2,16,5,"Crunchy, fatty, and oh-so-satisfying! I'd wrestle a chicken for this!",
143,15,2,17,5,"Rich, flavorful, and incredibly tender. Just like my last stunt, but tastier!",
144,15,3,22,5,"A torched masterpiece—smoky, silky, and spectacular!",
145,15,7,59,5,"Crispy, cheesy, and downright delicious!",
146,15,7,60,4,"Seafood perfection! Just wish the prawns were a tad bigger… for dramatic effect!",
147,15,7,63,4,"Tender beef, cheesy stuffing—pure bliss!",
148,15,7,66,4,"Deep, meaty flavors that make my heart soar!",
149,15,10,95,4,"Feta and olives? Now that's a burger with pizzazz!",
150,15,10,97,4,"Huge, juicy, and packed with flavor!",
151,16,1,6,5,"Ain't never had fish this good! Smokin' delicious!",
152,16,1,7,5,"A plate full of treasures from the sea, and I ain't complainin'!",
153,16,3,24,5,"Scallops, shrimp, and butter? Fuggedaboutit!",
154,16,5,43,5,"Spicy, charred, and straight-up delicious!",
155,16,6,48,4,"Crispy shrimp, soft bun—what more do ya need?",
156,16,6,50,4,"Crispy, flaky, and just right with some lemon!",
157,16,6,55,4,"Creamy, cheesy, and full of Southern love!",
158,16,6,56,4,"Golden brown, crunchy, and gone in two seconds!",
159,16,6,57,4,"Tacos with fried oysters? Fuhgeddaboudit!",
160,16,8,77,4,"Whole fried fish done right—crisp skin, juicy inside!",
161,17,1,2,5,"A proud and dignified dish, cooked with great American tradition!",
162,17,1,4,5,"A steak so perfectly grilled, it represents all that is right in the world!",
163,17,7,58,5,"Juicy, robust, and worthy of a presidential feast!",
164,17,7,60,5,"A noble trio of seafood excellence, presented with care!",
165,17,7,61,5,"Rich, creamy, and exquisitely prepared—the ideal pasta for patriots!",
166,17,7,62,5,"Tender gnocchi with bold steak flavor—this dish embodies strength and integrity!",
167,17,7,63,4,"Stuffed and rolled to perfection, a testament to culinary craftsmanship!",
168,17,7,64,4,"A respectable seafood pasta, though the sauce could be bolder!",
169,17,7,67,4,"Delicate and expertly cooked, but could use a touch more seasoning!",
170,17,10,98,4,"A well-balanced combination of flavors, though I prefer a more traditional pie!",
171,18,2,12,5,"Ah, fascinating! The peanut sauce creates a complex chemical reaction of deliciousness!",
172,18,2,15,5,"A brilliant blend of heat and sesame—scientifically proven to delight!",
173,18,3,18,5,"The flambe effect enhances the umami properties of the fish!",
174,18,4,29,5,"A fiery dish that stimulates the taste receptors most efficiently!",
175,18,4,30,5,"Savory, spicy, and succulent—what a marvel of culinary engineering!",
176,18,4,34,5,"A creamy yet complex interplay of spices. Remarkable!",
177,18,4,35,4,"Spicy and well-balanced, though I hypothesize a touch more basil would enhance it further!",
178,18,6,49,4,"A diverse array of flavors! A controlled experiment in taste!",
179,18,9,86,4,"The umami concentration is quite high—an exciting breakthrough in ramen science!",
180,19,1,6,5,"Fresh, flaky, and fun! The kind of meal that makes you want to dance!",
181,19,1,7,5,"A delightful seafood medley that makes my taste buds sing!",
182,19,3,21,5,"The apple adds such a playful sweetness—it's a flavor party!",
183,19,5,39,5,"So creamy, so comforting! I'd eat this while humming a tune!",
184,19,5,46,5,"A creamy dream! I'd dance all the way to the kitchen for this one!",
185,19,7,59,4,"Crispy, saucy, and cheesy! A musical trio of flavors!",
186,19,7,66,4,"Deep, rich, and slow-cooked to perfection—perfect for storytelling over dinner!",
187,19,9,80,4,"A fun mix of textures—crispy rice and soft egg make for a tasty tune!",
188,19,10,95,4,"Zesty and bold—like a good song with a strong chorus!",
189,19,10,96,4,"Hearty and warming, like a cozy melody on a cold night!",
190,20,1,3,5,"Now THIS is rockin'! The seafood medley hits all the right notes!",
191,20,1,6,5,"Smooth, flaky, and packed with flavor—just like a good bassline!",
192,20,1,7,5,"This dish brings the funk! A variety of seafood jammin' together in perfect harmony!",
193,20,3,21,5,"Sweet and savory with that apple groove—it's got flavor rhythm!",
194,20,4,36,5,"Bold, balanced, and just spicy enough to keep things interesting!",
195,20,6,53,5,"Crispy chicken and tangy sauce—this sandwich shreds like a guitar solo!",
196,20,7,64,4,"Fresh clams, tasty pasta—smooth like jazz!",
197,20,8,73,4,"Crunchy, spicy, and full of flair! A flavorful jam session in every bite!",
198,20,9,80,4,"Crispy rice and veggies jammin' together in perfect sync!",
199,20,10,98,4,"A medley of Mediterranean flavors, played just right!",
200,1,7,65,1,"Too sweet and soft for my taste. I prefer something with more contrast.",
201,1,3,25,2,"It's light, but maybe a little too light. Needed something to tie it all together.",
202,1,10,90,1,"The vegetables were well-cooked, but overall, it lacked seasoning and depth.",
203,2,10,90,2,"It's fine, but nothing stands out. A little more spice or a good sauce would help.",
204,2,1,9,1,"Way too bland. The chicken was dry, and the dressing wasn't enough to save it.",
205,2,9,88,2,"Not terrible, but the texture felt off. A little too mushy for my liking.",
206,3,6,50,1,"Too greasy and heavy. The batter overpowered the fish itself.",
207,3,6,56,2,"Crispy but oily. A lighter breading would have been better.",
208,3,7,60,1,"Surprisingly underwhelming. The seafood felt overcooked and lacked seasoning.",
209,4,1,10,1,"No spice, no heat—just a fried vegetable. Not my thing.",
210,4,7,65,2,"Soft and creamy, but the flavor felt too sweet for a main dish.",
211,4,8,74,1,"I wanted fresh and zesty, but this just felt watery and weak.",
212,5,7,61,1,"Too rich and heavy. I like a creamy dish, but this was overwhelming.",
213,5,5,39,2,"A little bland. I was expecting more depth from the sauce.",
214,5,5,46,1,"Overly buttery and not enough spice—felt like something was missing.",
215,6,7,58,2,"A good cut, but it needed something more—maybe a sauce or stronger seasoning.",
216,6,7,62,1,"The flavors didn't blend well for me. The richness of the gnocchi overpowered the steak.",
217,6,7,67,2,"It's fine, but not very memorable. Lacked bold flavors or unique textures.",
218,7,1,9,1,"Not visually appealing, and unfortunately, it tasted just as uninspired.",
219,7,7,67,2,"Looks fancy, but it didn't deliver much in terms of flavor.",
220,7,1,10,1,"I know it's a classic, but this one just tasted bland and soggy.",
221,8,7,62,1,"A disaster of rich-on-rich. Fat on fat. This isn't indulgent, it's just exhausting. Like a bad idea at 2 AM that you regret immediately.",
222,8,7,67,2,"Perfectly fine. And that's the problem—food should be more than just 'fine.' I could eat this, but I'd forget about it immediately.",
223,8,1,2,1,"A crime against beef. Overcooked, underwhelming, and a disgrace to every steakhouse that does this right.",
224,9,3,19,1,"Raw fish is meant to be delicate, not flavorless. This is an insult to seafood—zero seasoning, zero excitement, just sad.",
225,9,7,63,2,"Stuffed meat can be incredible, but not when it's this dry. It's like chewing on an old wallet. Where's the moisture? Where's the flavor?",
226,9,1,4,1,"Dry, bland, and completely overcooked. Whoever did this to a beautiful cut of beef should be banned from the kitchen.",
227,10,5,46,2,"The sauce is quite buttery, which is lovely, but it needs a little something more—perhaps a touch of spice to bring it to life!",
228,10,7,63,1,"Oh dear, this one missed the mark! The stuffing was far too dense, and it was quite dry. A bit more love and it could be wonderful!",
229,10,1,4,2,"Now, this is a perfectly fine steak, but I do think it could be a bit more exciting. Perhaps a lovely sauce to lift it up?",
230,11,4,28,1,"Mmm… not quite my thing. The flavors didn't seem to work together.",
231,11,5,45,1,"Something about this felt off. Maybe the seasoning was a little too strong?",
232,11,8,70,1,"I know people love it, but I just couldn't get into it. Too much going on.",
233,12,10,94,2,"Darling, I expected something more refined! This was just ordinary greens.",
234,12,1,10,1,"Too simple, too plain, not enough drama for moi!",
235,12,3,25,2,"A bit underwhelming. Needs something bolder to match my energy!",
236,13,9,88,1,"Wocka wocka… is this even chicken? Too dry, too bland, not funny!",
237,13,9,89,2,"A sandwich with potential, but it needed more kick. Where's the punchline?",
238,13,8,74,1,"Cold, sour, and not my style. I like my meals warm, like my comedy!",
239,14,4,33,1,"Oohhh, too much peppy spicey! Bork bork bork, my mouth on fire!",
240,14,3,25,2,"Too light! Needs moar cheezy, moar saucey, moar bork!",
241,14,4,28,2,"Some goood, some meh. Needs bork bork improvements!",
242,15,7,65,1,"Too soft and sweet. I prefer my food as wild as my stunts!",
243,15,9,89,2,"Not bad, but it felt a little too ordinary. Needs more excitement!",
244,15,4,28,1,"All over the place—some bites were great, others just confusing!",
245,16,10,93,2,"Eh, kinda thick and heavy. Not bad, but not my favorite either.",
246,16,10,94,1,"Too much lettuce, not enough cheese or meat. Where's the good stuff?",
247,16,8,74,1,"Cold seafood? Nope, not for me. I need something heartier.",
248,17,9,89,1,"A disgrace to the great American sandwich tradition!",
249,17,4,35,1,"Too spicy, too chaotic—this is not the order and dignity I expect in a meal.",
250,17,4,28,2,"A little too much variety. I prefer a meal with clear structure!",
251,18,8,73,1,"An experiment gone wrong! The textures did not work together.",
252,18,8,75,2,"Expected crunch, but got soggy chips. Needs further testing!",
253,18,9,84,1,"Not enough balance in acidity—scientifically disappointing!",
254,19,4,28,2,"A little all over the place. Needed a better harmony of flavors.",
255,19,10,94,2,"Fresh, but nothing exciting. I like a little more rhythm in my meals!",
256,19,1,5,1,"Too plain. Where's the excitement?",
257,20,4,35,1,"This one's way too hot—it's burning up like a bad guitar solo!",
258,20,5,45,1,"Didn't vibe with this one. Too much spice, not enough groove.",
259,20,3,18,1,"Flames? Cool. But the taste didn't match the show.",
